GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,GRADE
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,2.285714286,3.918367347,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10.5,1.285714286,2.204081633,B+
FEMALE,25,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7.5,3.571428571,6.12244898,C
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,11,1.571428571,2.693877551,B+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,0.571428571,0.979591837,B+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,3.571428571,6.12244898,B+
FEMALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,14,1.857142857,3.183673469,A
MALE,26,CHINA,TIADA PENAJA,APLIKASI BERGERAK,9,4.714285714,8.081632653,A
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9.5,2.142857143,3.673469388,A-
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,11.75,2.142857143,3.673469388,A
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,4.285714286,7.346938776,A
FEMALE,26,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,4.142857143,7.102040816,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11,1,1.714285714,B+
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,12,2.285714286,3.918367347,B+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,2.428571429,4.163265306,A
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,12.5,4.285714286,7.346938776,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,12.5,1,1.714285714,A
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,2.285714286,3.918367347,A
FEMALE,23,JORDAN,TIADA PENAJA,APLIKASI BERGERAK,11,47.28571429,81.06122449,A-
MALE,25,UZBEKISTAN,TIADA PENAJA,APLIKASI BERGERAK,6,8.714285714,14.93877551,A
MALE,24,SOMALIA,TIADA PENAJA,APLIKASI BERGERAK,8,1.571428571,2.693877551,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6,4.428571429,7.591836735,A-
MALE,27,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,3.428571429,5.87755102,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,14,5.285714286,9.06122449,A
FEMALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,2,3.428571429,B+
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8,6,10.28571429,B
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.5,1.714285714,2.93877551,C+
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,14,5,8.571428571,A
MALE,25,MALAYSIA,BIASISWA,APLIKASI BERGERAK,11,2,3.428571429,A
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,1.285714286,2.204081633,D
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,11,1.285714286,2.204081633,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6,5.428571429,9.306122449,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11,2.571428571,4.408163265,A
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,4.428571429,7.591836735,A
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,12,6.428571429,11.02040816,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.5,1.428571429,2.448979592,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6,3.571428571,6.12244898,B-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10,8.571428571,14.69387755,A-
MALE,28,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,11.5,1.714285714,2.93877551,A
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,14.5,4,6.857142857,A
FEMALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,2.857142857,4.897959184,A
FEMALE,25,MALAYSIA,BIASISWA,APLIKASI BERGERAK,13,6.285714286,10.7755102,A
MALE,26,YEMEN,BIASISWA,APLIKASI BERGERAK,11,4.142857143,7.102040816,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,1.285714286,2.204081633,B+
MALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,11.5,6.285714286,10.7755102,B+
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10,2.428571429,4.163265306,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10,3.428571429,5.87755102,B
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,4.142857143,7.102040816,A
FEMALE,27,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,1.714285714,2.93877551,B
MALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,11.5,1.142857143,1.959183673,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,5.428571429,9.306122449,A
FEMALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,13.5,3.285714286,5.632653061,A
MALE,28,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,10,0.857142857,1.469387755,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7,3.857142857,6.612244898,B+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,11.5,2.714285714,4.653061224,A-
MALE,25,CHINA,TIADA PENAJA,APLIKASI BERGERAK,12.5,4.285714286,7.346938776,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,2.142857143,3.673469388,A
MALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9.5,1.428571429,2.448979592,B
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,4.857142857,8.326530612,B
FEMALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,4.142857143,7.102040816,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10.5,1,1.714285714,A-
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,10.5,3.285714286,5.632653061,A
MALE,26,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,10.5,2,3.428571429,B
MALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9.5,2.714285714,4.653061224,B
FEMALE,24,MALAYSIA,BIASISWA,APLIKASI BERGERAK,9,1.857142857,3.183673469,B+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10.5,2.857142857,4.897959184,A-
MALE,25,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,13.5,2.428571429,4.163265306,A
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9,2,3.428571429,A
MALE,24,MALAYSIA,BIASISWA,APLIKASI BERGERAK,7.5,1,1.714285714,B+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,2.857142857,4.897959184,A-
FEMALE,27,"KOREA, REPUBLIC OF",TIADA PENAJA,APLIKASI BERGERAK,8.5,3.285714286,5.632653061,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.75,12.14285714,20.81632653,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,10,17.14285714,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7,13.42857143,23.02040816,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.67,6.285714286,10.7755102,B
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7.5,12.28571429,21.06122449,A
FEMALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7,22,37.71428571,A-
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,6.142857143,10.53061224,A
MALE,25,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,5.89,6.714285714,11.51020408,B+
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7,13.28571429,22.7755102,B
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6,7.142857143,12.24489796,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,12.14285714,20.81632653,A-
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.75,13.57142857,23.26530612,B+
FEMALE,25,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,6.64,7.428571429,12.73469388,A-
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,5.75,9.857142857,16.89795918,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.25,14.85714286,25.46938776,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,10.14285714,17.3877551,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.33,14.57142857,24.97959184,A
MALE,44,MALAYSIA,BIASISWA,APLIKASI BERGERAK,7,19.57142857,33.55102041,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,14.14285714,24.24489796,B-
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7.89,20.71428571,35.51020408,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8,13,22.28571429,A
MALE,24,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8.5,9.142857143,15.67346939,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.33,3.857142857,6.612244898,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.75,7.857142857,13.46938776,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7,11.14285714,19.10204082,A-
FEMALE,44,MALAYSIA,BIASISWA,APLIKASI BERGERAK,6.67,16.28571429,27.91836735,A-
FEMALE,22,CHINA,TIADA PENAJA,APLIKASI BERGERAK,7.5,9.428571429,16.16326531,B-
MALE,26,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,5.89,17.14285714,29.3877551,B
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6,12.28571429,21.06122449,B+
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.33,11.42857143,19.59183673,B+
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.67,9.714285714,16.65306122,B+
MALE,23,MALAYSIA,BIASISWA,APLIKASI BERGERAK,6.5,8.714285714,14.93877551,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.67,9.142857143,15.67346939,B+
FEMALE,23,INDONESIA,TIADA PENAJA,APLIKASI BERGERAK,6.39,7.714285714,13.2244898,B
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.25,9.571428571,16.40816327,B
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8,13,22.28571429,B+
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,10.28571429,17.63265306,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8,8.428571429,14.44897959,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8.75,10.71428571,18.36734694,A
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,5,11.14285714,19.10204082,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8.25,17.42857143,29.87755102,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.5,8,13.71428571,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,5.89,8.285714286,14.20408163,A-
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.67,9.714285714,16.65306122,B+
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8,9.714285714,16.65306122,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.25,23.42857143,40.16326531,A
FEMALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6,20.28571429,34.7755102,A-
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8,9,15.42857143,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.64,13.42857143,23.02040816,B+
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8.5,12.57142857,21.55102041,A-
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.67,10.71428571,18.36734694,A
MALE,26,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.25,7.285714286,12.48979592,B
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,6.33,9.857142857,16.89795918,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,4.5,9.285714286,15.91836735,A-
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7.5,7.714285714,13.2244898,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8.67,11.57142857,19.83673469,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,8.142857143,13.95918367,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9,6.857142857,11.75510204,B+
MALE,22,MOROCCO,TIADA PENAJA,APLIKASI BERGERAK,7.83,19.42857143,33.30612245,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7,9.428571429,16.16326531,A-
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10,23,39.42857143,A
FEMALE,22,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,6.17,13.28571429,22.7755102,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.5,7.857142857,13.46938776,B-
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.83,12.85714286,22.04081633,A
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,10,7.857142857,13.46938776,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.75,3.142857143,5.387755102,C+
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.5,6.428571429,11.02040816,B-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.5,6.714285714,11.51020408,B-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.83,8.285714286,14.20408163,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,4,6.857142857,B
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8.5,10.42857143,17.87755102,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9.5,5.857142857,10.04081633,A
FEMALE,37,MALAYSIA,BIASISWA,APLIKASI BERGERAK,10,12.28571429,21.06122449,A
MALE,25,BANGLADESH,TIADA PENAJA,APLIKASI BERGERAK,4,7.714285714,13.2244898,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.67,11,18.85714286,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,6.571428571,11.26530612,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,11.28571429,19.34693878,B-
MALE,25,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,20.14285714,34.53061224,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,5.714285714,9.795918367,A
FEMALE,23,INDIA,TIADA PENAJA,APLIKASI BERGERAK,8.5,4.857142857,8.326530612,A-
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9,12.28571429,21.06122449,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,8.33,10.57142857,18.12244898,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,8.857142857,15.18367347,A
MALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.67,11.57142857,19.83673469,A
FEMALE,42,MALAYSIA,BIASISWA,APLIKASI BERGERAK,7,8.714285714,14.93877551,A-
FEMALE,43,MALAYSIA,BIASISWA,APLIKASI BERGERAK,7.83,13.57142857,23.26530612,A
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,8,14.14285714,24.24489796,A
FEMALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.83,12.71428571,21.79591837,A
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7.33,8.428571429,14.44897959,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7,5.571428571,9.551020408,C+
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7,11,18.85714286,A-
MALE,22,CHINA,TIADA PENAJA,APLIKASI BERGERAK,6,9.428571429,16.16326531,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,7,4.857142857,8.326530612,A
MALE,24,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,9.5,3.571428571,6.12244898,A
MALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,7,6.428571429,11.02040816,A-
FEMALE,23,MALAYSIA,PINJAMAN,APLIKASI BERGERAK,10,8.857142857,15.18367347,B+
FEMALE,23,MALAYSIA,TIADA PENAJA,APLIKASI BERGERAK,9,10.14285714,17.3877551,A
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,13.57142857,23.26530612,A-
MALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,11.14285714,19.10204082,A-
MALE,26,YEMEN,BIASISWA,FORENSIK KOMPUTER,22.5,14.85714286,25.46938776,A-
FEMALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,10.28571429,17.63265306,A-
MALE,25,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,44.57142857,76.40816327,A
FEMALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,13.42857143,23.02040816,A-
MALE,25,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,11.14285714,19.10204082,A
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,11.14285714,19.10204082,A-
FEMALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,14.28571429,24.48979592,A-
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,22.28571429,38.20408163,A-
FEMALE,25,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,18.14285714,31.10204082,A-
MALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,12.42857143,21.30612245,B+
MALE,24,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,9.428571429,16.16326531,A-
FEMALE,24,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,10.14285714,17.3877551,A-
MALE,25,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,14.42857143,24.73469388,A
MALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,6.571428571,11.26530612,A-
MALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,8.714285714,14.93877551,A
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,27,46.28571429,A-
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,12.71428571,21.79591837,A-
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,43.42857143,74.44897959,A
MALE,23,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,12,20.57142857,A-
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,8,13.71428571,A-
MALE,28,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,8.857142857,15.18367347,A-
MALE,26,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,12.85714286,22.04081633,A-
MALE,23,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,9.857142857,16.89795918,A-
MALE,26,CHINA,TIADA PENAJA,FORENSIK KOMPUTER,20,27.71428571,47.51020408,B+
FEMALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,18.85714286,32.32653061,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,16.28571429,27.91836735,A-
MALE,25,MALAYSIA,BIASISWA,FORENSIK KOMPUTER,22.5,10.85714286,18.6122449,A-
MALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,12.85714286,22.04081633,A-
MALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,18,30.85714286,A-
MALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,13.28571429,22.7755102,A
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,13.85714286,23.75510204,A
FEMALE,24,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,15.28571429,26.20408163,A-
MALE,25,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,9.571428571,16.40816327,B+
FEMALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,10.57142857,18.12244898,A-
MALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,14.42857143,24.73469388,A-
MALE,23,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,11.14285714,19.10204082,A-
FEMALE,24,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,6.285714286,10.7755102,B+
MALE,25,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,8.142857143,13.95918367,A-
MALE,26,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,17,29.14285714,A
MALE,25,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,20,6.714285714,11.51020408,B
FEMALE,24,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,21.14285714,36.24489796,A-
FEMALE,23,MALAYSIA,PINJAMAN,FORENSIK KOMPUTER,22.5,17,29.14285714,A-
MALE,23,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,14.85714286,25.46938776,A-
MALE,23,MALAYSIA,TIADA PENAJA,FORENSIK KOMPUTER,22.5,11,18.85714286,A
FEMALE,24,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13.5,0.714285714,1.224489796,A-
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,3.857142857,6.612244898,A-
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,12,1,1.714285714,A-
MALE,26,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13,0,0,A-
FEMALE,24,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13.5,2.428571429,4.163265306,B
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13,0.714285714,1.224489796,B
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,1.714285714,2.93877551,A-
MALE,27,BANGLADESH,TIADA PENAJA,KENYATAAN MAYA,10,1.571428571,2.693877551,B-
MALE,25,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,1,1.714285714,A
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13,0,0,B+
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13,0.857142857,1.469387755,B+
MALE,25,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,3.857142857,6.612244898,A
FEMALE,24,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13.5,0.857142857,1.469387755,B+
MALE,24,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13,1.857142857,3.183673469,A-
FEMALE,27,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13,0.142857143,0.244897959,B-
MALE,27,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13,1.428571429,2.448979592,B+
FEMALE,25,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,1.714285714,2.93877551,A
MALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,1.285714286,2.204081633,A
MALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,0.857142857,1.469387755,A-
MALE,25,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,3,5.142857143,A
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13,3,5.142857143,A-
FEMALE,23,INDONESIA,TIADA PENAJA,KENYATAAN MAYA,12,0.428571429,0.734693878,B
MALE,24,KAZAKSTAN,TIADA PENAJA,KENYATAAN MAYA,10,1,1.714285714,B-
FEMALE,24,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13.5,1.142857143,1.959183673,A-
FEMALE,25,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,12,1.428571429,2.448979592,B
FEMALE,25,MALAYSIA,PINJAMAN,KENYATAAN MAYA,13.5,0.571428571,0.979591837,A
MALE,24,MALAYSIA,TIADA PENAJA,KENYATAAN MAYA,13,0.142857143,0.244897959,B+
FEMALE,24,MALAYSIA,PINJAMAN,KENYATAAN MAYA,12,1.428571429,2.448979592,A-
MALE,23,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,9,16.71428571,28.65306122,A
MALE,25,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,9,7.428571429,12.73469388,A
FEMALE,23,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,8.5,10.71428571,18.36734694,A
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,8,9.714285714,16.65306122,B+
MALE,23,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,10,7.857142857,13.46938776,A
MALE,22,MALAYSIA,TIADA PENAJA,KESELAMATAN PANGKALAN DATA,9,12.71428571,21.79591837,A
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,5,9.142857143,15.67346939,B
FEMALE,23,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,9.5,21,36,A
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,8.5,8.142857143,13.95918367,A
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,8,7.714285714,13.2244898,A
MALE,23,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,8.5,20,34.28571429,A
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,9,8.857142857,15.18367347,A
FEMALE,20,SYRIAN ARAB REPUBLIC,TIADA PENAJA,KESELAMATAN PANGKALAN DATA,6.5,8.285714286,14.20408163,B+
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,6.5,6,10.28571429,A-
FEMALE,22,MALAYSIA,PINJAMAN,KESELAMATAN PANGKALAN DATA,6.5,9.857142857,16.89795918,B+
